"Gene"	"Cancer"
"51695"	"CLEC4F"	"LIHC"
"51696"	"CLEC4G"	"LIHC"
"51697"	"CLEC4GP1"	"LIHC"
"51698"	"CLEC4M"	"LIHC"
"51699"	"CLEC5A"	"LIHC"
"51700"	"CLEC6A"	"LIHC"
"51701"	"CLEC7A"	"LIHC"
"51702"	"CLEC9A"	"LIHC"
"51703"	"CLECL1"	"LIHC"
"51704"	"CLIC1"	"LIHC"
"51705"	"CLIC2"	"LIHC"
"51706"	"CLIC3"	"LIHC"
"51707"	"CLIC5"	"LIHC"
"51708"	"CLIC6"	"LIHC"
"51709"	"CLIP2"	"LIHC"
"51710"	"CLIP3"	"LIHC"
"51711"	"CLIP4"	"LIHC"
"51712"	"CLMP"	"LIHC"
"51713"	"CLNK"	"LIHC"
"51714"	"CLNS1A"	"LIHC"
"51715"	"CLSTN1"	"LIHC"
"51716"	"CLSTN2"	"LIHC"
"51717"	"CLTB"	"LIHC"
"51718"	"CMKLR1"	"LIHC"
"51719"	"CMTM1"	"LIHC"
"51720"	"CMTM2"	"LIHC"
"51721"	"CMTM3"	"LIHC"
"51722"	"CMTM7"	"LIHC"
"51723"	"CNGB1"	"LIHC"
"51724"	"CNIH3"	"LIHC"
"51725"	"CNKSR1"	"LIHC"
"51726"	"CNN1"	"LIHC"
"51727"	"CNPY4"	"LIHC"
"51728"	"CNR2"	"LIHC"
"51729"	"CNRIP1"	"LIHC"
"51730"	"CNTN1"	"LIHC"
"51731"	"CNTN4"	"LIHC"
"51732"	"CNTNAP1"	"LIHC"
"51733"	"COL10A1"	"LIHC"
"51734"	"COL11A1"	"LIHC"
"51735"	"COL12A1"	"LIHC"
"51736"	"COL13A1"	"LIHC"
"51737"	"COL14A1"	"LIHC"
"51738"	"COL15A1"	"LIHC"
"51739"	"COL16A1"	"LIHC"
"51740"	"COL17A1"	"LIHC"
"51741"	"COL1A1"	"LIHC"
"51742"	"COL1A2"	"LIHC"
"51743"	"COL22A1"	"LIHC"
"51744"	"COL23A1"	"LIHC"
"51745"	"COL3A1"	"LIHC"
"51746"	"COL4A1"	"LIHC"
"51747"	"COL4A2"	"LIHC"
"51748"	"COL4A3"	"LIHC"
"51749"	"COL4A4"	"LIHC"
"51750"	"COL5A1"	"LIHC"
"51751"	"COL5A2"	"LIHC"
"51752"	"COL6A1"	"LIHC"
"51753"	"COL6A2"	"LIHC"
"51754"	"COL6A3"	"LIHC"
"51755"	"COL6A4P2"	"LIHC"
"51756"	"COL6A5"	"LIHC"
"51757"	"COL6A6"	"LIHC"
"51758"	"COL8A1"	"LIHC"
"51759"	"COL8A2"	"LIHC"
"51760"	"COL9A1"	"LIHC"
"51761"	"COL9A2"	"LIHC"
"51762"	"COLEC10"	"LIHC"
"51763"	"COLEC11"	"LIHC"
"51764"	"COLEC12"	"LIHC"
"51765"	"COLGALT1"	"LIHC"
"51766"	"COMMD8"	"LIHC"
"51767"	"COMP"	"LIHC"
"51768"	"CORO1A"	"LIHC"
"51769"	"CORO1C"	"LIHC"
"51770"	"CORO2B"	"LIHC"
"51771"	"CORO6"	"LIHC"
"51772"	"CORO7"	"LIHC"
"51773"	"COTL1"	"LIHC"
"51774"	"COX6B2"	"LIHC"
"51775"	"COX7A1"	"LIHC"
"51776"	"CPA3"	"LIHC"
"51777"	"CPA4"	"LIHC"
"51778"	"CPAMD8"	"LIHC"
"51779"	"CPEB1"	"LIHC"
"51780"	"CPNE2"	"LIHC"
"51781"	"CPNE5"	"LIHC"
"51782"	"CPNE7"	"LIHC"
"51783"	"CPT1C"	"LIHC"
"51784"	"CPVL"	"LIHC"
"51785"	"CPXM1"	"LIHC"
"51786"	"CPXM2"	"LIHC"
"51787"	"CPZ"	"LIHC"
"51788"	"CR1"	"LIHC"
"51789"	"CR1L"	"LIHC"
"51790"	"CR2"	"LIHC"
"51791"	"CRABP2"	"LIHC"
"51792"	"CRACR2A"	"LIHC"
"51793"	"CRACR2B"	"LIHC"
"51794"	"CREB3"	"LIHC"
"51795"	"CREB3L1"	"LIHC"
"51796"	"CREB5"	"LIHC"
"51797"	"CRHBP"	"LIHC"
"51798"	"CRIM1"	"LIHC"
"51799"	"CRIP1"	"LIHC"
"51800"	"CRIP2"	"LIHC"
"51801"	"CRISPLD1"	"LIHC"
"51802"	"CRISPLD2"	"LIHC"
"51803"	"CRLF1"	"LIHC"
"51804"	"CRLF2"	"LIHC"
"51805"	"CRMP1"	"LIHC"
"51806"	"CRP"	"LIHC"
"51807"	"CRTAC1"	"LIHC"
"51808"	"CRTAM"	"LIHC"
"51809"	"CRTC3"	"LIHC"
"51810"	"CRYAB"	"LIHC"
"51811"	"CRYBB1"	"LIHC"
"51812"	"CRYBB2"	"LIHC"
"51813"	"CRYBB3"	"LIHC"
"51814"	"CSDC2"	"LIHC"
"51815"	"CSF1"	"LIHC"
"51816"	"CSF1R"	"LIHC"
"51817"	"CSF2"	"LIHC"
"51818"	"CSF2RA"	"LIHC"
"51819"	"CSF2RB"	"LIHC"
"51820"	"CSF3"	"LIHC"
"51821"	"CSF3R"	"LIHC"
"51822"	"CSGALNACT1"	"LIHC"
"51823"	"CSK"	"LIHC"
"51824"	"CSNK1E"	"LIHC"
"51825"	"CSPG4"	"LIHC"
"51826"	"CST2"	"LIHC"
"51827"	"CST3"	"LIHC"
"51828"	"CST6"	"LIHC"
"51829"	"CST7"	"LIHC"
"51830"	"CTBP2"	"LIHC"
"51831"	"CTDNEP1"	"LIHC"
"51832"	"CTF1"	"LIHC"
"51833"	"CTGF"	"LIHC"
"51834"	"CTHRC1"	"LIHC"
"51835"	"CTLA4"	"LIHC"
"51836"	"CTNND2"	"LIHC"
"51837"	"CTRL"	"LIHC"
"51838"	"CTSC"	"LIHC"
"51839"	"CTSD"	"LIHC"
"51840"	"CTSE"	"LIHC"
"51841"	"CTSG"	"LIHC"
"51842"	"CTSK"	"LIHC"
"51843"	"CTSS"	"LIHC"
"51844"	"CTSW"	"LIHC"
"51845"	"CTSZ"	"LIHC"
"51846"	"CTTNBP2"	"LIHC"
"51847"	"CTTNBP2NL"	"LIHC"
"51848"	"CTXN1"	"LIHC"
"51849"	"CUBN"	"LIHC"
"51850"	"CX3CR1"	"LIHC"
"51851"	"CXCL1"	"LIHC"
"51852"	"CXCL11"	"LIHC"
"51853"	"CXCL12"	"LIHC"
"51854"	"CXCL13"	"LIHC"
"51855"	"CXCL14"	"LIHC"
"51856"	"CXCL16"	"LIHC"
"51857"	"CXCL2"	"LIHC"
"51858"	"CXCL3"	"LIHC"
"51859"	"CXCL5"	"LIHC"
"51860"	"CXCL6"	"LIHC"
"51861"	"CXCL8"	"LIHC"
"51862"	"CXCL9"	"LIHC"
"51863"	"CXCR1"	"LIHC"
"51864"	"CXCR2"	"LIHC"
"51865"	"CXCR2P1"	"LIHC"
"51866"	"CXCR3"	"LIHC"
"51867"	"CXCR4"	"LIHC"
"51868"	"CXCR5"	"LIHC"
"51869"	"CXCR6"	"LIHC"
"51870"	"CXORF21"	"LIHC"
"51871"	"CXORF36"	"LIHC"
"51872"	"CXORF38"	"LIHC"
"51873"	"CXORF65"	"LIHC"
"51874"	"CYB5R3"	"LIHC"
"51875"	"CYBA"	"LIHC"
"51876"	"CYBB"	"LIHC"
"51877"	"CYBRD1"	"LIHC"
"51878"	"CYGB"	"LIHC"
"51879"	"CYP21A2"	"LIHC"
"51880"	"CYP24A1"	"LIHC"
"51881"	"CYP26B1"	"LIHC"
"51882"	"CYP2S1"	"LIHC"
"51883"	"CYP4F35P"	"LIHC"
"51884"	"CYR61"	"LIHC"
"51885"	"CYS1"	"LIHC"
"51886"	"CYSLTR1"	"LIHC"
"51887"	"CYSLTR2"	"LIHC"
"51888"	"CYTH3"	"LIHC"
"51889"	"CYTH4"	"LIHC"
"51890"	"CYTIP"	"LIHC"
"51891"	"CYTL1"	"LIHC"
"51892"	"CYYR1"	"LIHC"
"51893"	"DAB2"	"LIHC"
"51894"	"DACH1"	"LIHC"
"51895"	"DACT1"	"LIHC"
"51896"	"DACT3"	"LIHC"
"51897"	"DAGLA"	"LIHC"
"51898"	"DAPK3"	"LIHC"
"51899"	"DAPP1"	"LIHC"
"51900"	"DBN1"	"LIHC"
"51901"	"DBNDD2"	"LIHC"
"51902"	"DBNL"	"LIHC"
"51903"	"DCAF13"	"LIHC"
"51904"	"DCANP1"	"LIHC"
"51905"	"DCHS1"	"LIHC"
"51906"	"DCLK1"	"LIHC"
"51907"	"DCLK2"	"LIHC"
"51908"	"DCN"	"LIHC"
"51909"	"DCSTAMP"	"LIHC"
"51910"	"DCTD"	"LIHC"
"51911"	"DCTN2"	"LIHC"
"51912"	"DCTN5"	"LIHC"
"51913"	"DCUN1D5"	"LIHC"
"51914"	"DDIT4"	"LIHC"
"51915"	"DDN"	"LIHC"
"51916"	"DDX26B"	"LIHC"
"51917"	"DDX43"	"LIHC"
"51918"	"DEF6"	"LIHC"
"51919"	"DEFA1B"	"LIHC"
"51920"	"DENND1C"	"LIHC"
"51921"	"DENND2A"	"LIHC"
"51922"	"DENND2D"	"LIHC"
"51923"	"DENND3"	"LIHC"
"51924"	"DENND6B"	"LIHC"
"51925"	"DERL3"	"LIHC"
"51926"	"DES"	"LIHC"
"51927"	"DGKA"	"LIHC"
"51928"	"DGKG"	"LIHC"
"51929"	"DGKZ"	"LIHC"
"51930"	"DHH"	"LIHC"
"51931"	"DHRS9"	"LIHC"
"51932"	"DIO3"	"LIHC"
"51933"	"DIRAS1"	"LIHC"
"51934"	"DIRAS2"	"LIHC"
"51935"	"DIRC3"	"LIHC"
"51936"	"DISC1"	"LIHC"
"51937"	"DKK2"	"LIHC"
"51938"	"DKK3"	"LIHC"
"51939"	"DLG3"	"LIHC"
"51940"	"DLG4"	"LIHC"
"51941"	"DLGAP1"	"LIHC"
"51942"	"DLGAP3"	"LIHC"
"51943"	"DLGAP4"	"LIHC"
"51944"	"DLL1"	"LIHC"
"51945"	"DLL3"	"LIHC"
"51946"	"DMBT1"	"LIHC"
"51947"	"DMKN"	"LIHC"
"51948"	"DMRTC1B"	"LIHC"
"51949"	"DNAH2"	"LIHC"
"51950"	"DNAH5"	"LIHC"
"51951"	"DNAJA4"	"LIHC"
"51952"	"DNAJB6"	"LIHC"
"51953"	"DNAJC18"	"LIHC"
"51954"	"DNAJC5"	"LIHC"
"51955"	"DNAJC5B"	"LIHC"
"51956"	"DNASE2B"	"LIHC"
"51957"	"DNM1"	"LIHC"
"51958"	"DNM1P46"	"LIHC"
"51959"	"DNM3"	"LIHC"
"51960"	"DOC2A"	"LIHC"
"51961"	"DOC2B"	"LIHC"
"51962"	"DOCK10"	"LIHC"
"51963"	"DOCK11"	"LIHC"
"51964"	"DOCK2"	"LIHC"
"51965"	"DOCK6"	"LIHC"
"51966"	"DOCK8"	"LIHC"
"51967"	"DOK1"	"LIHC"
"51968"	"DOK2"	"LIHC"
"51969"	"DOK3"	"LIHC"
"51970"	"DOK5"	"LIHC"
"51971"	"DOK6"	"LIHC"
"51972"	"DPEP1"	"LIHC"
"51973"	"DPEP2"	"LIHC"
"51974"	"DPEP3"	"LIHC"
"51975"	"DPF1"	"LIHC"
"51976"	"DPP10"	"LIHC"
"51977"	"DPP3"	"LIHC"
"51978"	"DPT"	"LIHC"
"51979"	"DPYSL2"	"LIHC"
"51980"	"DPYSL3"	"LIHC"
"51981"	"DPYSL4"	"LIHC"
"51982"	"DRAM1"	"LIHC"
"51983"	"DRAM2"	"LIHC"
"51984"	"DSC3"	"LIHC"
"51985"	"DSCAML1"	"LIHC"
"51986"	"DSE"	"LIHC"
"51987"	"DSTN"	"LIHC"
"51988"	"DTHD1"	"LIHC"
"51989"	"DTNBP1"	"LIHC"
"51990"	"DTX2"	"LIHC"
"51991"	"DTX3"	"LIHC"
"51992"	"DUBR"	"LIHC"
"51993"	"DUOX2"	"LIHC"
"51994"	"DUOXA1"	"LIHC"
"51995"	"DUOXA2"	"LIHC"
"51996"	"DUSP13"	"LIHC"
"51997"	"DUSP15"	"LIHC"
"51998"	"DUSP2"	"LIHC"
"51999"	"DUSP26"	"LIHC"
"52000"	"DUSP27"	"LIHC"
"52001"	"DUSP4"	"LIHC"
"52002"	"DUSP5"	"LIHC"
"52003"	"DUSP7"	"LIHC"
"52004"	"DYNC1H1"	"LIHC"
"52005"	"DYNC1LI1"	"LIHC"
"52006"	"DYNC2H1"	"LIHC"
"52007"	"DYNLT1"	"LIHC"
"52008"	"DZIP1"	"LIHC"
"52009"	"DZIP1L"	"LIHC"
"52010"	"E2F5"	"LIHC"
"52011"	"EBF1"	"LIHC"
"52012"	"EBF4"	"LIHC"
"52013"	"EBI3"	"LIHC"
"52014"	"ECEL1"	"LIHC"
"52015"	"ECM1"	"LIHC"
"52016"	"ECSCR"	"LIHC"
"52017"	"EDA"	"LIHC"
"52018"	"EDIL3"	"LIHC"
"52019"	"EDN1"	"LIHC"
"52020"	"EDNRA"	"LIHC"
"52021"	"EFCC1"	"LIHC"
"52022"	"EFEMP1"	"LIHC"
"52023"	"EFEMP2"	"LIHC"
"52024"	"EFHD2"	"LIHC"
"52025"	"EFNA5"	"LIHC"
"52026"	"EFNB1"	"LIHC"
"52027"	"EFNB2"	"LIHC"
"52028"	"EFNB3"	"LIHC"
"52029"	"EFS"	"LIHC"
"52030"	"EGFL6"	"LIHC"
"52031"	"EGFL7"	"LIHC"
"52032"	"EGFLAM"	"LIHC"
"52033"	"EGLN3"	"LIHC"
"52034"	"EGR1"	"LIHC"
"52035"	"EGR2"	"LIHC"
"52036"	"EGR3"	"LIHC"
"52037"	"EGR4"	"LIHC"
"52038"	"EHBP1L1"	"LIHC"
"52039"	"EHD1"	"LIHC"
"52040"	"EHD2"	"LIHC"
"52041"	"EHD3"	"LIHC"
"52042"	"EID3"	"LIHC"
"52043"	"EIF2S2"	"LIHC"
"52044"	"EIF4A1"	"LIHC"
"52045"	"EIF4E3"	"LIHC"
"52046"	"EIF5A"	"LIHC"
"52047"	"EIF5AL1"	"LIHC"
"52048"	"ELF3"	"LIHC"
"52049"	"ELF4"	"LIHC"
"52050"	"ELK3"	"LIHC"
"52051"	"ELMSAN1"	"LIHC"
"52052"	"ELN"	"LIHC"
"52053"	"ELOVL1"	"LIHC"
"52054"	"ELOVL4"	"LIHC"
"52055"	"EMB"	"LIHC"
"52056"	"EMID1"	"LIHC"
"52057"	"EMILIN1"	"LIHC"
"52058"	"EMILIN2"	"LIHC"
"52059"	"EML1"	"LIHC"
"52060"	"EMP1"	"LIHC"
"52061"	"EMP3"	"LIHC"
"52062"	"EN1"	"LIHC"
"52063"	"ENDOD1"	"LIHC"
"52064"	"ENG"	"LIHC"
"52065"	"ENO2"	"LIHC"
"52066"	"ENOX1"	"LIHC"
"52067"	"ENPP5"	"LIHC"
"52068"	"ENTHD1"	"LIHC"
"52069"	"ENTPD1"	"LIHC"
"52070"	"EOGT"	"LIHC"
"52071"	"EOMES"	"LIHC"
"52072"	"EPB41L1"	"LIHC"
"52073"	"EPB41L2"	"LIHC"
"52074"	"EPB41L3"	"LIHC"
"52075"	"EPB41L4A"	"LIHC"
"52076"	"EPB41L4A-AS2"	"LIHC"
"52077"	"EPCAM"	"LIHC"
"52078"	"EPHA2"	"LIHC"
"52079"	"EPHA3"	"LIHC"
"52080"	"EPHA4"	"LIHC"
"52081"	"EPHB1"	"LIHC"
"52082"	"EPHB2"	"LIHC"
"52083"	"EPHB3"	"LIHC"
"52084"	"EPHB6"	"LIHC"
"52085"	"EPHX3"	"LIHC"
"52086"	"EPHX4"	"LIHC"
"52087"	"EPN3"	"LIHC"
"52088"	"EPS8L1"	"LIHC"
"52089"	"EPSTI1"	"LIHC"
"52090"	"EPYC"	"LIHC"
"52091"	"ERBB4"	"LIHC"
"52092"	"EREG"	"LIHC"
"52093"	"ERG"	"LIHC"
"52094"	"ERMN"	"LIHC"
"52095"	"ERP27"	"LIHC"
"52096"	"ESAM"	"LIHC"
"52097"	"ESR2"	"LIHC"
"52098"	"ESRP1"	"LIHC"
"52099"	"ESRRB"	"LIHC"
"52100"	"ETS1"	"LIHC"
"52101"	"ETV4"	"LIHC"
"52102"	"ETV5"	"LIHC"
"52103"	"ETV6"	"LIHC"
"52104"	"ETV7"	"LIHC"
"52105"	"EVA1B"	"LIHC"
"52106"	"EVC"	"LIHC"
"52107"	"EVC2"	"LIHC"
"52108"	"EVI2A"	"LIHC"
"52109"	"EVI2B"	"LIHC"
"52110"	"EVL"	"LIHC"
"52111"	"EXOC3L1"	"LIHC"
"52112"	"EXT1"	"LIHC"
"52113"	"EXTL1"	"LIHC"
"52114"	"EYA2"	"LIHC"
"52115"	"EZR"	"LIHC"
"52116"	"F13A1"	"LIHC"
"52117"	"F2R"	"LIHC"
"52118"	"F2RL1"	"LIHC"
"52119"	"F2RL2"	"LIHC"
"52120"	"F2RL3"	"LIHC"
"52121"	"F3"	"LIHC"
"52122"	"FA2H"	"LIHC"
"52123"	"FABP3"	"LIHC"
"52124"	"FABP5"	"LIHC"
"52125"	"FAIM2"	"LIHC"
"52126"	"FAM101A"	"LIHC"
"52127"	"FAM101B"	"LIHC"
"52128"	"FAM102B"	"LIHC"
"52129"	"FAM105A"	"LIHC"
"52130"	"FAM109B"	"LIHC"
"52131"	"FAM110A"	"LIHC"
"52132"	"FAM110D"	"LIHC"
"52133"	"FAM117B"	"LIHC"
"52134"	"FAM118A"	"LIHC"
"52135"	"FAM124A"	"LIHC"
"52136"	"FAM127C"	"LIHC"
"52137"	"FAM129A"	"LIHC"
"52138"	"FAM129B"	"LIHC"
"52139"	"FAM129C"	"LIHC"
"52140"	"FAM131B"	"LIHC"
"52141"	"FAM150A"	"LIHC"
"52142"	"FAM150B"	"LIHC"
"52143"	"FAM153A"	"LIHC"
"52144"	"FAM155A"	"LIHC"
"52145"	"FAM155B"	"LIHC"
"52146"	"FAM159A"	"LIHC"
"52147"	"FAM163B"	"LIHC"
"52148"	"FAM167A"	"LIHC"
"52149"	"FAM167B"	"LIHC"
"52150"	"FAM169B"	"LIHC"
"52151"	"FAM171A2"	"LIHC"
"52152"	"FAM171B"	"LIHC"
"52153"	"FAM177B"	"LIHC"
"52154"	"FAM179A"	"LIHC"
"52155"	"FAM180A"	"LIHC"
"52156"	"FAM181B"	"LIHC"
"52157"	"FAM182B"	"LIHC"
"52158"	"FAM188B"	"LIHC"
"52159"	"FAM189A1"	"LIHC"
"52160"	"FAM189A2"	"LIHC"
"52161"	"FAM198B"	"LIHC"
"52162"	"FAM19A1"	"LIHC"
"52163"	"FAM19A3"	"LIHC"
"52164"	"FAM19A5"	"LIHC"
"52165"	"FAM209B"	"LIHC"
"52166"	"FAM212A"	"LIHC"
"52167"	"FAM214B"	"LIHC"
"52168"	"FAM216B"	"LIHC"
"52169"	"FAM218A"	"LIHC"
"52170"	"FAM225A"	"LIHC"
"52171"	"FAM225B"	"LIHC"
"52172"	"FAM226B"	"LIHC"
"52173"	"FAM228A"	"LIHC"
"52174"	"FAM26E"	"LIHC"
"52175"	"FAM26F"	"LIHC"
"52176"	"FAM27C"	"LIHC"
"52177"	"FAM3D"	"LIHC"
"52178"	"FAM43A"	"LIHC"
"52179"	"FAM43B"	"LIHC"
"52180"	"FAM46B"	"LIHC"
"52181"	"FAM49A"	"LIHC"
"52182"	"FAM49B"	"LIHC"
"52183"	"FAM53B"	"LIHC"
"52184"	"FAM57A"	"LIHC"
"52185"	"FAM60A"	"LIHC"
"52186"	"FAM65A"	"LIHC"
"52187"	"FAM65B"	"LIHC"
"52188"	"FAM66C"	"LIHC"
"52189"	"FAM71E2"	"LIHC"
"52190"	"FAM78A"	"LIHC"
"52191"	"FAM83E"	"LIHC"
"52192"	"FAM83F"	"LIHC"
"52193"	"FAM90A1"	"LIHC"
"52194"	"FAM92B"	"LIHC"
"52195"	"FAM98A"	"LIHC"
"52196"	"FANK1"	"LIHC"
"52197"	"FAP"	"LIHC"
"52198"	"FAR1"	"LIHC"
"52199"	"FAR2"	"LIHC"
"52200"	"FASLG"	"LIHC"
"52201"	"FAT3"	"LIHC"
"52202"	"FAXC"	"LIHC"
"52203"	"FBLIM1"	"LIHC"
"52204"	"FBLN1"	"LIHC"
"52205"	"FBLN2"	"LIHC"
"52206"	"FBLN5"	"LIHC"
"52207"	"FBN1"	"LIHC"
"52208"	"FBN2"	"LIHC"
"52209"	"FBXL19"	"LIHC"
"52210"	"FBXL2"	"LIHC"
"52211"	"FBXL7"	"LIHC"
"52212"	"FBXO41"	"LIHC"
"52213"	"FCAR"	"LIHC"
"52214"	"FCER1A"	"LIHC"
"52215"	"FCER1G"	"LIHC"
"52216"	"FCER2"	"LIHC"
"52217"	"FCGBP"	"LIHC"
"52218"	"FCGR1A"	"LIHC"
"52219"	"FCGR1B"	"LIHC"
"52220"	"FCGR1C"	"LIHC"
"52221"	"FCGR2A"	"LIHC"
"52222"	"FCGR2B"	"LIHC"
"52223"	"FCGR2C"	"LIHC"
"52224"	"FCGR3A"	"LIHC"
"52225"	"FCGR3B"	"LIHC"
"52226"	"FCHO1"	"LIHC"
"52227"	"FCHSD1"	"LIHC"
"52228"	"FCHSD2"	"LIHC"
"52229"	"FCMR"	"LIHC"
"52230"	"FCN1"	"LIHC"
"52231"	"FCN3"	"LIHC"
"52232"	"FCRL1"	"LIHC"
"52233"	"FCRL2"	"LIHC"
"52234"	"FCRL3"	"LIHC"
"52235"	"FCRL4"	"LIHC"
"52236"	"FCRL5"	"LIHC"
"52237"	"FCRL6"	"LIHC"
"52238"	"FCRLA"	"LIHC"
"52239"	"FDCSP"	"LIHC"
"52240"	"FERMT3"	"LIHC"
"52241"	"FEZ1"	"LIHC"
"52242"	"FFAR2"	"LIHC"
"52243"	"FGD2"	"LIHC"
"52244"	"FGD3"	"LIHC"
"52245"	"FGD5"	"LIHC"
"52246"	"FGF1"	"LIHC"
"52247"	"FGF11"	"LIHC"
"52248"	"FGF14"	"LIHC"
"52249"	"FGF18"	"LIHC"
"52250"	"FGF23"	"LIHC"
"52251"	"FGF7"	"LIHC"
"52252"	"FGFR1"	"LIHC"
"52253"	"FGL1"	"LIHC"
"52254"	"FGL2"	"LIHC"
"52255"	"FGR"	"LIHC"
"52256"	"FHDC1"	"LIHC"
"52257"	"FHL1"	"LIHC"
"52258"	"FHL2"	"LIHC"
"52259"	"FHL3"	"LIHC"
"52260"	"FHOD1"	"LIHC"
"52261"	"FHOD3"	"LIHC"
"52262"	"FIBIN"	"LIHC"
"52263"	"FIG4"	"LIHC"
"52264"	"FILIP1"	"LIHC"
"52265"	"FILIP1L"	"LIHC"
"52266"	"FJX1"	"LIHC"
"52267"	"FKBP10"	"LIHC"
"52268"	"FKBP1A"	"LIHC"
"52269"	"FKBP9"	"LIHC"
"52270"	"FKBP9P1"	"LIHC"
"52271"	"FLI1"	"LIHC"
"52272"	"FLJ16779"	"LIHC"
"52273"	"FLJ23867"	"LIHC"
"52274"	"FLNA"	"LIHC"
"52275"	"FLNC"	"LIHC"
"52276"	"FLRT2"	"LIHC"
"52277"	"FLT3"	"LIHC"
"52278"	"FLT3LG"	"LIHC"
"52279"	"FLT4"	"LIHC"
"52280"	"FMN1"	"LIHC"
"52281"	"FMNL1"	"LIHC"
"52282"	"FMNL2"	"LIHC"
"52283"	"FMNL3"	"LIHC"
"52284"	"FMO2"	"LIHC"
"52285"	"FMOD"	"LIHC"
"52286"	"FNBP1"	"LIHC"
"52287"	"FNDC1"	"LIHC"
"52288"	"FOLR2"	"LIHC"
"52289"	"FOLR3"	"LIHC"
"52290"	"FOS"	"LIHC"
"52291"	"FOSB"	"LIHC"
"52292"	"FOSL1"	"LIHC"
"52293"	"FOXC1"	"LIHC"
"52294"	"FOXC2"	"LIHC"
"52295"	"FOXD1"	"LIHC"
"52296"	"FOXD4L6"	"LIHC"
"52297"	"FOXE1"	"LIHC"
"52298"	"FOXF1"	"LIHC"
"52299"	"FOXF2"	"LIHC"
"52300"	"FOXL1"	"LIHC"
"52301"	"FOXP3"	"LIHC"
"52302"	"FOXS1"	"LIHC"
"52303"	"FPR1"	"LIHC"
"52304"	"FPR2"	"LIHC"
"52305"	"FPR3"	"LIHC"
"52306"	"FRAS1"	"LIHC"
"52307"	"FREM1"	"LIHC"
"52308"	"FRMD4A"	"LIHC"
"52309"	"FRMD6"	"LIHC"
"52310"	"FRMD8"	"LIHC"
"52311"	"FRZB"	"LIHC"
"52312"	"FSCN1"	"LIHC"
"52313"	"FSD1"	"LIHC"
"52314"	"FSIP1"	"LIHC"
"52315"	"FSTL1"	"LIHC"
"52316"	"FSTL3"	"LIHC"
"52317"	"FTH1"	"LIHC"
"52318"	"FUCA2"	"LIHC"
"52319"	"FUT1"	"LIHC"
"52320"	"FUT4"	"LIHC"
"52321"	"FUT6"	"LIHC"
"52322"	"FUT7"	"LIHC"
"52323"	"FUT8"	"LIHC"
"52324"	"FUT8-AS1"	"LIHC"
"52325"	"FXYD2"	"LIHC"
"52326"	"FXYD5"	"LIHC"
"52327"	"FXYD6"	"LIHC"
"52328"	"FXYD7"	"LIHC"
"52329"	"FYB"	"LIHC"
"52330"	"FYN"	"LIHC"
"52331"	"FZD1"	"LIHC"
"52332"	"FZD10"	"LIHC"
"52333"	"FZD2"	"LIHC"
"52334"	"FZD7"	"LIHC"
"52335"	"FZD8"	"LIHC"
"52336"	"G6PC3"	"LIHC"
"52337"	"G6PD"	"LIHC"
"52338"	"GAB3"	"LIHC"
"52339"	"GABARAP"	"LIHC"
"52340"	"GABBR1"	"LIHC"
"52341"	"GABRA4"	"LIHC"
"52342"	"GABRD"	"LIHC"
"52343"	"GABRG1"	"LIHC"
"52344"	"GABRP"	"LIHC"
"52345"	"GABRR3"	"LIHC"
"52346"	"GAL"	"LIHC"
"52347"	"GAL3ST4"	"LIHC"
"52348"	"GALNS"	"LIHC"
"52349"	"GALNT10"	"LIHC"
"52350"	"GALNT12"	"LIHC"
"52351"	"GALNT13"	"LIHC"
"52352"	"GALNT14"	"LIHC"
"52353"	"GALNT16"	"LIHC"
"52354"	"GALNT18"	"LIHC"
"52355"	"GALNT3"	"LIHC"
"52356"	"GALNT5"	"LIHC"
"52357"	"GALNT6"	"LIHC"
"52358"	"GALNT7"	"LIHC"
"52359"	"GAP43"	"LIHC"
"52360"	"GAPT"	"LIHC"
"52361"	"GARS"	"LIHC"
"52362"	"GAS1"	"LIHC"
"52363"	"GAS6"	"LIHC"
"52364"	"GAS7"	"LIHC"
"52365"	"GATA2"	"LIHC"
"52366"	"GATA3"	"LIHC"
"52367"	"GATA3-AS1"	"LIHC"
"52368"	"GATA5"	"LIHC"
"52369"	"GATAD2A"	"LIHC"
"52370"	"GBAS"	"LIHC"
"52371"	"GBGT1"	"LIHC"
"52372"	"GBP2"	"LIHC"
"52373"	"GBP4"	"LIHC"
"52374"	"GBP5"	"LIHC"
"52375"	"GBP6"	"LIHC"
"52376"	"GCNT1"	"LIHC"
"52377"	"GCNT3"	"LIHC"
"52378"	"GCOM1"	"LIHC"
"52379"	"GCSAM"	"LIHC"
"52380"	"GDF1"	"LIHC"
"52381"	"GDF10"	"LIHC"
"52382"	"GDF11"	"LIHC"
"52383"	"GDF2"	"LIHC"
"52384"	"GDF3"	"LIHC"
"52385"	"GDF5"	"LIHC"
"52386"	"GDF6"	"LIHC"
"52387"	"GDPD3"	"LIHC"
"52388"	"GDPD5"	"LIHC"
"52389"	"GEM"	"LIHC"
"52390"	"GFI1"	"LIHC"
"52391"	"GFPT2"	"LIHC"
"52392"	"GFRA2"	"LIHC"
"52393"	"GGN"	"LIHC"
"52394"	"GGT1"	"LIHC"
"52395"	"GGT3P"	"LIHC"
"52396"	"GGT5"	"LIHC"
"52397"	"GGT6"	"LIHC"
"52398"	"GGTA1P"	"LIHC"
